democrat				republican			
Token	LL	F	F2	Token	LL	F	F2
cleaned	0.86	0.1	0.05	cleaned	0.86	0.05	0.1
abuse	0.86	0.67	0.82	abuse	0.86	0.82	0.67
rain	0.85	0.83	0.68	rain	0.85	0.68	0.83
shows	0.85	1.38	1.19	shows	0.85	1.19	1.38
eliminate	0.85	0.42	0.54	eliminate	0.85	0.54	0.42
strengthening	0.85	0.42	0.54	strengthening	0.85	0.54	0.42
he's	0.85	1.82	1.6	he's	0.85	1.6	1.82
current	0.85	2.23	1.98	current	0.85	1.98	2.23
changing	0.84	0.36	0.48	changing	0.84	0.48	0.36
prosperous	0.84	0.36	0.48	prosperous	0.84	0.48	0.36
son	0.84	0.81	0.66	son	0.84	0.66	0.81
discussion	0.84	1.36	1.17	discussion	0.84	1.17	1.36
offering	0.83	0.75	0.91	offering	0.83	0.91	0.75
administration	0.83	4.99	5.39	administration	0.83	5.39	4.99
subscribe	0.82	0.12	0.18	subscribe	0.82	0.18	0.12
marking	0.82	0.12	0.18	marking	0.82	0.18	0.12
trades	0.82	0.12	0.18	trades	0.82	0.18	0.12
screenings	0.82	0.12	0.18	screenings	0.82	0.18	0.12
birx	0.82	0.12	0.18	birx	0.82	0.18	0.12
landscape	0.82	0.12	0.18	landscape	0.82	0.18	0.12
seem	0.82	0.12	0.18	seem	0.82	0.18	0.12
suit	0.82	0.12	0.18	suit	0.82	0.18	0.12
efficiency	0.82	0.12	0.18	efficiency	0.82	0.18	0.12
flexible	0.82	0.12	0.18	flexible	0.82	0.18	0.12
cyber	0.82	0.12	0.18	cyber	0.82	0.18	0.12
company's	0.82	0.12	0.18	company's	0.82	0.18	0.12
improves	0.82	0.12	0.18	improves	0.82	0.18	0.12
fan	0.82	0.12	0.18	fan	0.82	0.18	0.12
structure	0.82	0.08	0.13	structure	0.82	0.13	0.08
est	0.82	0.08	0.13	est	0.82	0.13	0.08
12,000	0.82	0.08	0.13	12,000	0.82	0.13	0.08
atop	0.82	0.08	0.13	atop	0.82	0.13	0.08
platforms	0.82	0.08	0.13	platforms	0.82	0.13	0.08
record-breaking	0.82	0.08	0.13	record-breaking	0.82	0.13	0.08
outcome	0.82	0.08	0.13	outcome	0.82	0.13	0.08
pond	0.82	0.08	0.13	pond	0.82	0.13	0.08
performing	0.82	0.08	0.13	performing	0.82	0.13	0.08
7am	0.82	0.08	0.13	7am	0.82	0.13	0.08
broadcasting	0.82	0.08	0.13	broadcasting	0.82	0.13	0.08
fixed	0.82	0.08	0.13	fixed	0.82	0.13	0.08
positioned	0.82	0.08	0.13	positioned	0.82	0.13	0.08
ray	0.82	0.08	0.13	ray	0.82	0.13	0.08
hang	0.82	0.08	0.13	hang	0.82	0.13	0.08
politician	0.82	0.08	0.13	politician	0.82	0.13	0.08
fireworks	0.82	0.08	0.13	fireworks	0.82	0.13	0.08
navigating	0.82	0.08	0.13	navigating	0.82	0.13	0.08
assessments	0.82	0.08	0.13	assessments	0.82	0.13	0.08
tolerate	0.82	0.08	0.13	tolerate	0.82	0.13	0.08
pbs	0.82	0.08	0.13	pbs	0.82	0.13	0.08
63	0.82	0.08	0.13	63	0.82	0.13	0.08
remdesivir	0.82	0.08	0.13	remdesivir	0.82	0.13	0.08
championing	0.82	0.08	0.13	championing	0.82	0.13	0.08
pulled	0.82	0.08	0.13	pulled	0.82	0.13	0.08
passengers	0.82	0.08	0.13	passengers	0.82	0.13	0.08
weekend's	0.82	0.08	0.13	weekend's	0.82	0.13	0.08
steel	0.82	0.08	0.13	steel	0.82	0.13	0.08
fairfield	0.82	0.08	0.13	fairfield	0.82	0.13	0.08
incumbent	0.82	0.08	0.13	incumbent	0.82	0.13	0.08
men's	0.82	0.08	0.13	men's	0.82	0.13	0.08
yr	0.82	0.08	0.13	yr	0.82	0.13	0.08
altogether	0.82	0.08	0.13	altogether	0.82	0.13	0.08
salary	0.82	0.08	0.13	salary	0.82	0.13	0.08
outrageous	0.82	0.08	0.13	outrageous	0.82	0.13	0.08
deciding	0.82	0.08	0.13	deciding	0.82	0.13	0.08
lancaster	0.82	0.08	0.13	lancaster	0.82	0.13	0.08
kudos	0.82	0.08	0.13	kudos	0.82	0.13	0.08
lifts	0.82	0.08	0.13	lifts	0.82	0.13	0.08
planning	0.81	0.83	0.99	planning	0.81	0.99	0.83
50	0.81	2.17	1.93	50	0.81	1.93	2.17
another	0.81	4.48	4.84	another	0.81	4.84	4.48
dedication	0.81	1.19	1.38	dedication	0.81	1.38	1.19
shared	0.8	1.34	1.55	shared	0.8	1.55	1.34
expansion	0.8	1.42	1.63	expansion	0.8	1.63	1.42
incentives	0.8	0.21	0.3	incentives	0.8	0.3	0.21
letting	0.8	0.21	0.3	letting	0.8	0.3	0.21
cap	0.8	0.21	0.3	cap	0.8	0.3	0.21
courts	0.8	0.21	0.3	courts	0.8	0.3	0.21
public	0.8	19.11	18.38	public	0.8	18.38	19.11
fought	0.79	1.04	0.87	fought	0.79	0.87	1.04
offices	0.79	0.71	0.58	offices	0.79	0.58	0.71
beach	0.78	0.44	0.56	beach	0.78	0.56	0.44
start	0.78	3.27	3.57	start	0.78	3.57	3.27
twitter	0.78	1.92	1.7	twitter	0.78	1.7	1.92
providing	0.78	3.53	3.85	providing	0.78	3.85	3.53
dramatically	0.78	0.27	0.36	dramatically	0.78	0.36	0.27
engaged	0.78	0.27	0.36	engaged	0.78	0.36	0.27
goods	0.78	0.27	0.36	goods	0.78	0.36	0.27
four	0.77	2.48	2.22	four	0.77	2.22	2.48
kits	0.77	0.38	0.49	kits	0.77	0.49	0.38
childcare	0.77	0.38	0.49	childcare	0.77	0.49	0.38
offered	0.77	0.38	0.49	offered	0.77	0.49	0.38
pick	0.77	0.38	0.49	pick	0.77	0.49	0.38
senior	0.77	1.0	0.84	senior	0.77	0.84	1.0
contributed	0.77	0.12	0.07	contributed	0.77	0.07	0.12
boots	0.77	0.12	0.07	boots	0.77	0.07	0.12
4/8	0.77	0.12	0.07	4/8	0.77	0.07	0.12
t-shirt	0.77	0.12	0.07	t-shirt	0.77	0.07	0.12
briefed	0.77	0.12	0.07	briefed	0.77	0.07	0.12
pattern	0.77	0.12	0.07	pattern	0.77	0.07	0.12
immunocompromised	0.77	0.12	0.07	immunocompromised	0.77	0.07	0.12
shootings	0.77	0.12	0.07	shootings	0.77	0.07	0.12
proved	0.77	0.12	0.07	proved	0.77	0.07	0.12
downed	0.77	0.12	0.07	downed	0.77	0.07	0.12
nation-leading	0.77	0.12	0.07	nation-leading	0.77	0.07	0.12
shaking	0.77	0.12	0.07	shaking	0.77	0.07	0.12
pittsburgh	0.77	0.12	0.07	pittsburgh	0.77	0.07	0.12
procure	0.77	0.12	0.07	procure	0.77	0.07	0.12
elizabeth	0.77	0.12	0.07	elizabeth	0.77	0.07	0.12
horizon	0.77	0.12	0.07	horizon	0.77	0.07	0.12
supplement	0.77	0.12	0.07	supplement	0.77	0.07	0.12
secures	0.77	0.12	0.07	secures	0.77	0.07	0.12
dearly	0.77	0.12	0.07	dearly	0.77	0.07	0.12
74	0.77	0.12	0.07	74	0.77	0.07	0.12
abandoned	0.77	0.12	0.07	abandoned	0.77	0.07	0.12
prize	0.77	0.12	0.07	prize	0.77	0.07	0.12
450	0.77	0.12	0.07	450	0.77	0.07	0.12
essentials	0.77	0.12	0.07	essentials	0.77	0.07	0.12
jane	0.77	0.12	0.07	jane	0.77	0.07	0.12
18,000	0.77	0.12	0.07	18,000	0.77	0.07	0.12
dig	0.77	0.12	0.07	dig	0.77	0.07	0.12
perhaps	0.77	0.12	0.07	perhaps	0.77	0.07	0.12
97	0.77	0.12	0.07	97	0.77	0.07	0.12
life's	0.77	0.12	0.07	life's	0.77	0.07	0.12
milestones	0.77	0.12	0.07	milestones	0.77	0.07	0.12
prove	0.77	0.12	0.07	prove	0.77	0.07	0.12
minorities	0.77	0.12	0.07	minorities	0.77	0.07	0.12
catch	0.77	0.33	0.43	catch	0.77	0.43	0.33
jan	0.77	0.33	0.43	jan	0.77	0.43	0.33
approve	0.77	0.33	0.43	approve	0.77	0.43	0.33
greatly	0.77	0.33	0.43	greatly	0.77	0.43	0.33
mass	0.77	0.67	0.54	mass	0.77	0.54	0.67
mom	0.77	0.67	0.54	mom	0.77	0.54	0.67
across	0.76	13.6	14.22	across	0.76	14.22	13.6
boundaries	0.76	0.02	0.05	boundaries	0.76	0.05	0.02
cousins	0.76	0.02	0.05	cousins	0.76	0.05	0.02
unsustainable	0.76	0.02	0.05	unsustainable	0.76	0.05	0.02
all-hands-on-deck	0.76	0.02	0.05	all-hands-on-deck	0.76	0.05	0.02
empowered	0.76	0.02	0.05	empowered	0.76	0.05	0.02
zoning	0.76	0.02	0.05	zoning	0.76	0.05	0.02
kenny	0.76	0.02	0.05	kenny	0.76	0.05	0.02
trailers	0.76	0.02	0.05	trailers	0.76	0.05	0.02
facilitating	0.76	0.02	0.05	facilitating	0.76	0.05	0.02
low-risk	0.76	0.02	0.05	low-risk	0.76	0.05	0.02
episcopal	0.76	0.02	0.05	episcopal	0.76	0.05	0.02
baskets	0.76	0.02	0.05	baskets	0.76	0.05	0.02
tandem	0.76	0.02	0.05	tandem	0.76	0.05	0.02
prosecuting	0.76	0.02	0.05	prosecuting	0.76	0.05	0.02
square-foot	0.76	0.02	0.05	square-foot	0.76	0.05	0.02
ss	0.76	0.02	0.05	ss	0.76	0.05	0.02
speeding	0.76	0.02	0.05	speeding	0.76	0.05	0.02
sustaining	0.76	0.02	0.05	sustaining	0.76	0.05	0.02
supervisors	0.76	0.02	0.05	supervisors	0.76	0.05	0.02
roaring	0.76	0.02	0.05	roaring	0.76	0.05	0.02
ozarks	0.76	0.02	0.05	ozarks	0.76	0.05	0.02
aspire	0.76	0.02	0.05	aspire	0.76	0.05	0.02
ireland	0.76	0.02	0.05	ireland	0.76	0.05	0.02
irene	0.76	0.02	0.05	irene	0.76	0.05	0.02
appalled	0.76	0.02	0.05	appalled	0.76	0.05	0.02
mde	0.76	0.02	0.05	mde	0.76	0.05	0.02
700k	0.76	0.02	0.05	700k	0.76	0.05	0.02
expenditure	0.76	0.02	0.05	expenditure	0.76	0.05	0.02
ideology	0.76	0.02	0.05	ideology	0.76	0.05	0.02
endeavors	0.76	0.02	0.05	endeavors	0.76	0.05	0.02
7.6	0.76	0.02	0.05	7.6	0.76	0.05	0.02
endure	0.76	0.02	0.05	endure	0.76	0.05	0.02
rejoice	0.76	0.02	0.05	rejoice	0.76	0.05	0.02
sheer	0.76	0.02	0.05	sheer	0.76	0.05	0.02
teleworking	0.76	0.02	0.05	teleworking	0.76	0.05	0.02
debbie	0.76	0.02	0.05	debbie	0.76	0.05	0.02
berlin	0.76	0.02	0.05	berlin	0.76	0.05	0.02
translates	0.76	0.02	0.05	translates	0.76	0.05	0.02
parkinson's	0.76	0.02	0.05	parkinson's	0.76	0.05	0.02
passionately	0.76	0.02	0.05	passionately	0.76	0.05	0.02
outsiders	0.76	0.02	0.05	outsiders	0.76	0.05	0.02
175,000	0.76	0.02	0.05	175,000	0.76	0.05	0.02
alright	0.76	0.02	0.05	alright	0.76	0.05	0.02
jima	0.76	0.02	0.05	jima	0.76	0.05	0.02
attracts	0.76	0.02	0.05	attracts	0.76	0.05	0.02
48th	0.76	0.02	0.05	48th	0.76	0.05	0.02
upper	0.76	0.02	0.05	upper	0.76	0.05	0.02
appalachia	0.76	0.02	0.05	appalachia	0.76	0.05	0.02
paz	0.76	0.02	0.05	paz	0.76	0.05	0.02
joey	0.76	0.02	0.05	joey	0.76	0.05	0.02
t.co	0.76	0.02	0.05	t.co	0.76	0.05	0.02
convince	0.76	0.02	0.05	convince	0.76	0.05	0.02
matched	0.76	0.02	0.05	matched	0.76	0.05	0.02
hiding	0.76	0.02	0.05	hiding	0.76	0.05	0.02
richardson	0.76	0.02	0.05	richardson	0.76	0.05	0.02
towels	0.76	0.02	0.05	towels	0.76	0.05	0.02
leonard	0.76	0.02	0.05	leonard	0.76	0.05	0.02
somerville	0.76	0.02	0.05	somerville	0.76	0.05	0.02
ham	0.76	0.02	0.05	ham	0.76	0.05	0.02
ials	0.76	0.02	0.05	ials	0.76	0.05	0.02
jacob	0.76	0.02	0.05	jacob	0.76	0.05	0.02
ramped	0.76	0.02	0.05	ramped	0.76	0.05	0.02
marsha	0.76	0.02	0.05	marsha	0.76	0.05	0.02
gov's	0.76	0.02	0.05	gov's	0.76	0.05	0.02
beside	0.76	0.02	0.05	beside	0.76	0.05	0.02
referrals	0.76	0.02	0.05	referrals	0.76	0.05	0.02
pandemics	0.76	0.02	0.05	pandemics	0.76	0.05	0.02
humidity	0.76	0.02	0.05	humidity	0.76	0.05	0.02
tech's	0.76	0.02	0.05	tech's	0.76	0.05	0.02
eliminates	0.76	0.02	0.05	eliminates	0.76	0.05	0.02
jazz	0.76	0.02	0.05	jazz	0.76	0.05	0.02
cannon	0.76	0.02	0.05	cannon	0.76	0.05	0.02
90th	0.76	0.02	0.05	90th	0.76	0.05	0.02
puzzle	0.76	0.02	0.05	puzzle	0.76	0.05	0.02
6.2	0.76	0.02	0.05	6.2	0.76	0.05	0.02
killers	0.76	0.02	0.05	killers	0.76	0.05	0.02
singh	0.76	0.02	0.05	singh	0.76	0.05	0.02
web-based	0.76	0.02	0.05	web-based	0.76	0.05	0.02
anne's	0.76	0.02	0.05	anne's	0.76	0.05	0.02
impaired	0.76	0.02	0.05	impaired	0.76	0.05	0.02
166	0.76	0.02	0.05	166	0.76	0.05	0.02
britain	0.76	0.02	0.05	britain	0.76	0.05	0.02
55,000	0.76	0.02	0.05	55,000	0.76	0.05	0.02
mod	0.76	0.02	0.05	mod	0.76	0.05	0.02
pancreatic	0.76	0.02	0.05	pancreatic	0.76	0.05	0.02
sweat	0.76	0.02	0.05	sweat	0.76	0.05	0.02
sba.gov/disaster	0.76	0.02	0.05	cultivating	0.76	0.05	0.02
cultivating	0.76	0.02	0.05	sba.gov/disaster	0.76	0.05	0.02
resolutions	0.76	0.02	0.05	resolutions	0.76	0.05	0.02
ton	0.76	0.02	0.05	ton	0.76	0.05	0.02
funerals	0.76	0.02	0.05	funerals	0.76	0.05	0.02
coeur	0.76	0.02	0.05	coeur	0.76	0.05	0.02
overcrowding	0.76	0.02	0.05	overcrowding	0.76	0.05	0.02
middle-income	0.76	0.02	0.05	middle-income	0.76	0.05	0.02
255	0.76	0.02	0.05	255	0.76	0.05	0.02
reconstruction	0.76	0.02	0.05	reconstruction	0.76	0.05	0.02
replicated	0.76	0.02	0.05	replicated	0.76	0.05	0.02
tick	0.76	0.02	0.05	tick	0.76	0.05	0.02
acceleration	0.76	0.02	0.05	acceleration	0.76	0.05	0.02
six-year	0.76	0.02	0.05	six-year	0.76	0.05	0.02
beehive	0.76	0.02	0.05	beehive	0.76	0.05	0.02
anchor	0.76	0.02	0.05	anchor	0.76	0.05	0.02
tracy	0.76	0.02	0.05	tracy	0.76	0.05	0.02
cubrebocas	0.76	0.02	0.05	cubrebocas	0.76	0.05	0.02
sage	0.76	0.02	0.05	sage	0.76	0.05	0.02
300m	0.76	0.02	0.05	300m	0.76	0.05	0.02
private-sector	0.76	0.02	0.05	private-sector	0.76	0.05	0.02
convenes	0.76	0.02	0.05	convenes	0.76	0.05	0.02
fiber	0.76	0.02	0.05	fiber	0.76	0.05	0.02
alice	0.76	0.02	0.05	alice	0.76	0.05	0.02
transformational	0.76	0.02	0.05	transformational	0.76	0.05	0.02
unafraid	0.76	0.02	0.05	unafraid	0.76	0.05	0.02
2-3	0.76	0.02	0.05	2-3	0.76	0.05	0.02
flowing	0.76	0.02	0.05	flowing	0.76	0.05	0.02
boeing	0.76	0.02	0.05	boeing	0.76	0.05	0.02
fares	0.76	0.02	0.05	fares	0.76	0.05	0.02
maple	0.76	0.02	0.05	maple	0.76	0.05	0.02
brother's	0.76	0.02	0.05	brother's	0.76	0.05	0.02
convenience	0.76	0.02	0.05	convenience	0.76	0.05	0.02
5:45	0.76	0.02	0.05	5:45	0.76	0.05	0.02
retaliation	0.76	0.02	0.05	retaliation	0.76	0.05	0.02
placement	0.76	0.02	0.05	placement	0.76	0.05	0.02
dorado	0.76	0.02	0.05	dorado	0.76	0.05	0.02
industry-specific	0.76	0.02	0.05	industry-specific	0.76	0.05	0.02
rarely	0.76	0.02	0.05	rarely	0.76	0.05	0.02
papers	0.76	0.02	0.05	papers	0.76	0.05	0.02
bull	0.76	0.02	0.05	bull	0.76	0.05	0.02
trick	0.76	0.02	0.05	trick	0.76	0.05	0.02
suicides	0.76	0.02	0.05	suicides	0.76	0.05	0.02
afb	0.76	0.02	0.05	afb	0.76	0.05	0.02
1957	0.76	0.02	0.05	1957	0.76	0.05	0.02
microsoft	0.76	0.02	0.05	microsoft	0.76	0.05	0.02
years-old	0.76	0.02	0.05	years-old	0.76	0.05	0.02
amateur	0.76	0.02	0.05	amateur	0.76	0.05	0.02
portable	0.76	0.02	0.05	portable	0.76	0.05	0.02
subcommittee	0.76	0.02	0.05	subcommittee	0.76	0.05	0.02
depart	0.76	0.02	0.05	depart	0.76	0.05	0.02
cotton	0.76	0.02	0.05	cotton	0.76	0.05	0.02
canal	0.76	0.02	0.05	canal	0.76	0.05	0.02
swath	0.76	0.02	0.05	swath	0.76	0.05	0.02
star-spangled	0.76	0.02	0.05	star-spangled	0.76	0.05	0.02
eo_20	0.76	0.02	0.05	eo_20	0.76	0.05	0.02
azar	0.76	0.02	0.05	azar	0.76	0.05	0.02
brexit	0.76	0.02	0.05	brexit	0.76	0.05	0.02
stall	0.76	0.02	0.05	stall	0.76	0.05	0.02
savior	0.76	0.02	0.05	savior	0.76	0.05	0.02
footsteps	0.76	0.02	0.05	footsteps	0.76	0.05	0.02
regain	0.76	0.02	0.05	regain	0.76	0.05	0.02
facilitated	0.76	0.02	0.05	facilitated	0.76	0.05	0.02
float	0.76	0.02	0.05	float	0.76	0.05	0.02
7m	0.76	0.02	0.05	7m	0.76	0.05	0.02
expiration	0.76	0.02	0.05	expiration	0.76	0.05	0.02
interfere	0.76	0.02	0.05	interfere	0.76	0.05	0.02
constitutionally	0.76	0.02	0.05	constitutionally	0.76	0.05	0.02
bestowed	0.76	0.02	0.05	bestowed	0.76	0.05	0.02
socially-distanced	0.76	0.02	0.05	socially-distanced	0.76	0.05	0.02
dorothy	0.76	0.02	0.05	dorothy	0.76	0.05	0.02
kane	0.76	0.02	0.05	kane	0.76	0.05	0.02
haul	0.76	0.02	0.05	haul	0.76	0.05	0.02
cracks	0.76	0.02	0.05	cracks	0.76	0.05	0.02
annette	0.76	0.02	0.05	annette	0.76	0.05	0.02
bomber	0.76	0.02	0.05	bomber	0.76	0.05	0.02
would've	0.76	0.02	0.05	would've	0.76	0.05	0.02
heartened	0.76	0.02	0.05	heartened	0.76	0.05	0.02
exorbitant	0.76	0.02	0.05	exorbitant	0.76	0.05	0.02
juno	0.76	0.02	0.05	juno	0.76	0.05	0.02
state-federal	0.76	0.02	0.05	state-federal	0.76	0.05	0.02
assuming	0.76	0.02	0.05	assuming	0.76	0.05	0.02
ridiculous	0.76	0.02	0.05	ridiculous	0.76	0.05	0.02
belle	0.76	0.02	0.05	belle	0.76	0.05	0.02
all-of-the-above	0.76	0.02	0.05	all-of-the-above	0.76	0.05	0.02
distilling	0.76	0.02	0.05	distilling	0.76	0.05	0.02
pinnacle	0.76	0.02	0.05	pinnacle	0.76	0.05	0.02
vessel	0.76	0.02	0.05	vessel	0.76	0.05	0.02
booths	0.76	0.02	0.05	booths	0.76	0.05	0.02
self-sufficiency	0.76	0.02	0.05	self-sufficiency	0.76	0.05	0.02
67,000	0.76	0.02	0.05	67,000	0.76	0.05	0.02
admired	0.76	0.02	0.05	admired	0.76	0.05	0.02
iwo	0.76	0.02	0.05	iwo	0.76	0.05	0.02
bunch	0.76	0.02	0.05	bunch	0.76	0.05	0.02
wreck	0.76	0.02	0.05	wreck	0.76	0.05	0.02
geothermal	0.76	0.02	0.05	geothermal	0.76	0.05	0.02
reagents	0.76	0.02	0.05	reagents	0.76	0.05	0.02
formerly	0.76	0.02	0.05	formerly	0.76	0.05	0.02
prescriptions	0.76	0.02	0.05	prescriptions	0.76	0.05	0.02
mlb	0.76	0.02	0.05	mlb	0.76	0.05	0.02
desktop	0.76	0.02	0.05	desktop	0.76	0.05	0.02
peyton	0.76	0.02	0.05	peyton	0.76	0.05	0.02
4/1	0.76	0.02	0.05	4/1	0.76	0.05	0.02
abstinence	0.76	0.02	0.05	abstinence	0.76	0.05	0.02
listings	0.76	0.02	0.05	listings	0.76	0.05	0.02
cracking	0.76	0.02	0.05	cracking	0.76	0.05	0.02
dividends	0.76	0.02	0.05	dividends	0.76	0.05	0.02
whitney	0.76	0.02	0.05	whitney	0.76	0.05	0.02
fugitive	0.76	0.02	0.05	fugitive	0.76	0.05	0.02
floodwaters	0.76	0.02	0.05	floodwaters	0.76	0.05	0.02
graves	0.76	0.02	0.05	graves	0.76	0.05	0.02
7/22	0.76	0.02	0.05	7/22	0.76	0.05	0.02
6/6	0.76	0.02	0.05	6/6	0.76	0.05	0.02
monica	0.76	0.02	0.05	monica	0.76	0.05	0.02
flashing	0.76	0.02	0.05	flashing	0.76	0.05	0.02
3:20	0.76	0.02	0.05	3:20	0.76	0.05	0.02
pressed	0.76	0.02	0.05	pressed	0.76	0.05	0.02
cent	0.76	0.02	0.05	cent	0.76	0.05	0.02
leverages	0.76	0.02	0.05	leverages	0.76	0.05	0.02
groton	0.76	0.02	0.05	groton	0.76	0.05	0.02
2019-21	0.76	0.02	0.05	2019-21	0.76	0.05	0.02
evacuating	0.76	0.02	0.05	evacuating	0.76	0.05	0.02
vest	0.76	0.02	0.05	vest	0.76	0.05	0.02
individually	0.76	0.02	0.05	individually	0.76	0.05	0.02
constructive	0.76	0.02	0.05	constructive	0.76	0.05	0.02
carpenter	0.76	0.02	0.05	carpenter	0.76	0.05	0.02
amazed	0.76	0.02	0.05	amazed	0.76	0.05	0.02
gambling	0.76	0.02	0.05	gambling	0.76	0.05	0.02
unsolicited	0.76	0.02	0.05	unsolicited	0.76	0.05	0.02
1920	0.76	0.02	0.05	1920	0.76	0.05	0.02
afterward	0.76	0.02	0.05	afterward	0.76	0.05	0.02
notification	0.76	0.02	0.05	notification	0.76	0.05	0.02
drones	0.76	0.02	0.05	drones	0.76	0.05	0.02
dude	0.76	0.02	0.05	dude	0.76	0.05	0.02
forward-thinking	0.76	0.02	0.05	forward-thinking	0.76	0.05	0.02
mcdaniel	0.76	0.02	0.05	mcdaniel	0.76	0.05	0.02
charters	0.76	0.02	0.05	charters	0.76	0.05	0.02
fundraise	0.76	0.02	0.05	fundraise	0.76	0.05	0.02
wholly	0.76	0.02	0.05	wholly	0.76	0.05	0.02
frustrations	0.76	0.02	0.05	frustrations	0.76	0.05	0.02
candid	0.76	0.02	0.05	candid	0.76	0.05	0.02
uninterrupted	0.76	0.02	0.05	uninterrupted	0.76	0.05	0.02
congratulates	0.76	0.02	0.05	congratulates	0.76	0.05	0.02
blackburn	0.76	0.02	0.05	blackburn	0.76	0.05	0.02
unto	0.76	0.02	0.05	unto	0.76	0.05	0.02
20tools	0.76	0.02	0.05	20tools	0.76	0.05	0.02
cited	0.76	0.02	0.05	cited	0.76	0.05	0.02
seized	0.76	0.02	0.05	seized	0.76	0.05	0.02
miner	0.76	0.02	0.05	miner	0.76	0.05	0.02
cuban	0.76	0.02	0.05	cuban	0.76	0.05	0.02
innovations	0.76	0.02	0.05	innovations	0.76	0.05	0.02
rus.aspx	0.76	0.02	0.05	rus.aspx	0.76	0.05	0.02
schneider	0.76	0.02	0.05	schneider	0.76	0.05	0.02
continent	0.76	0.02	0.05	continent	0.76	0.05	0.02
installing	0.76	0.02	0.05	installing	0.76	0.05	0.02
easton	0.76	0.02	0.05	easton	0.76	0.05	0.02
244	0.76	0.02	0.05	244	0.76	0.05	0.02
liz	0.76	0.02	0.05	liz	0.76	0.05	0.02
4/29	0.76	0.02	0.05	4/29	0.76	0.05	0.02
ruth	0.76	0.02	0.05	ruth	0.76	0.05	0.02
sanitizing	0.76	0.02	0.05	sanitizing	0.76	0.05	0.02
concentrated	0.76	0.02	0.05	concentrated	0.76	0.05	0.02
transcends	0.76	0.02	0.05	transcends	0.76	0.05	0.02
rockets	0.76	0.02	0.05	rockets	0.76	0.05	0.02
sportsman	0.76	0.02	0.05	sportsman	0.76	0.05	0.02
approximate	0.76	0.02	0.05	approximate	0.76	0.05	0.02
prohibition	0.76	0.02	0.05	prohibition	0.76	0.05	0.02
victor	0.76	0.02	0.05	victor	0.76	0.05	0.02
seymour	0.76	0.02	0.05	seymour	0.76	0.05	0.02
forge	0.76	0.02	0.05	forge	0.76	0.05	0.02
implements	0.76	0.02	0.05	implements	0.76	0.05	0.02
nas	0.76	0.02	0.05	nas	0.76	0.05	0.02
rex	0.76	0.02	0.05	rex	0.76	0.05	0.02
lewisburg	0.76	0.02	0.05	lewisburg	0.76	0.05	0.02
socialism	0.76	0.02	0.05	socialism	0.76	0.05	0.02
vitalant	0.76	0.02	0.05	vitalant	0.76	0.05	0.02
compares	0.76	0.02	0.05	compares	0.76	0.05	0.02
reimbursements	0.76	0.02	0.05	reimbursements	0.76	0.05	0.02
76th	0.76	0.02	0.05	76th	0.76	0.05	0.02
29th	0.76	0.02	0.05	29th	0.76	0.05	0.02
powering	0.76	0.02	0.05	powering	0.76	0.05	0.02
staggering	0.76	0.02	0.05	staggering	0.76	0.05	0.02
dealers	0.76	0.02	0.05	dealers	0.76	0.05	0.02
school-based	0.76	0.02	0.05	school-based	0.76	0.05	0.02
activating	0.76	0.02	0.05	activating	0.76	0.05	0.02
bluffs	0.76	0.02	0.05	bluffs	0.76	0.05	0.02
cybertruck	0.76	0.02	0.05	cybertruck	0.76	0.05	0.02
shatter	0.76	0.02	0.05	shatter	0.76	0.05	0.02
freddie	0.76	0.02	0.05	freddie	0.76	0.05	0.02
bonnet	0.76	0.02	0.05	bonnet	0.76	0.05	0.02
atlas	0.76	0.02	0.05	atlas	0.76	0.05	0.02
forming	0.76	0.02	0.05	forming	0.76	0.05	0.02
boasts	0.76	0.02	0.05	boasts	0.76	0.05	0.02
youtube.com/playlist?list=	0.76	0.02	0.05	youtube.com/playlist?list=	0.76	0.05	0.02
leisure	0.76	0.02	0.05	leisure	0.76	0.05	0.02
acreage	0.76	0.02	0.05	acreage	0.76	0.05	0.02
7/28	0.76	0.02	0.05	7/28	0.76	0.05	0.02
propane	0.76	0.02	0.05	propane	0.76	0.05	0.02
add'l	0.76	0.02	0.05	add'l	0.76	0.05	0.02
5/18	0.76	0.02	0.05	5/18	0.76	0.05	0.02
54th	0.76	0.02	0.05	54th	0.76	0.05	0.02
drainage	0.76	0.02	0.05	drainage	0.76	0.05	0.02
bombing	0.76	0.02	0.05	bombing	0.76	0.05	0.02
13,000	0.76	0.02	0.05	13,000	0.76	0.05	0.02
battlefield	0.76	0.02	0.05	battlefield	0.76	0.05	0.02
4.8	0.76	0.02	0.05	4.8	0.76	0.05	0.02
haslam	0.76	0.02	0.05	haslam	0.76	0.05	0.02
defunding	0.76	0.02	0.05	defunding	0.76	0.05	0.02
interstates	0.76	0.02	0.05	interstates	0.76	0.05	0.02
objective	0.76	0.02	0.05	objective	0.76	0.05	0.02
endeavor	0.76	0.02	0.05	endeavor	0.76	0.05	0.02
55th	0.76	0.02	0.05	55th	0.76	0.05	0.02
rabbi	0.76	0.02	0.05	rabbi	0.76	0.05	0.02
pies	0.76	0.02	0.05	pies	0.76	0.05	0.02
raids	0.76	0.02	0.05	raids	0.76	0.05	0.02
ballpark	0.76	0.02	0.05	ballpark	0.76	0.05	0.02
iheartradio	0.76	0.02	0.05	iheartradio	0.76	0.05	0.02
